filename,topic_id,topic_keywords
020.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
021.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
022.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
023.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
024.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
025.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
026.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
027.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
028.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
029.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
030.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
031.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
032.txt,-1,Outlier
033.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
034.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
035.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
036.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
037.txt,-1,Outlier
038.txt,-1,Outlier
039.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
040.txt,-1,Outlier
041.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
042.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
043.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
044.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
045.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
046.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
047.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
048.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
049.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
050.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
051.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
052.txt,-1,Outlier
053.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
054.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
055.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
056.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
057.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
058.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
059.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
060.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
061.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
062.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
063.txt,-1,Outlier
064.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
065.txt,-1,Outlier
066.txt,-1,Outlier
067.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
068.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
069.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
070.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
071.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
072.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
073.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
074.txt,-1,Outlier
075.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
076.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
077.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
078.txt,-1,Outlier
079.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
080.txt,-1,Outlier
081.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
082.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
083.txt,-1,Outlier
084.txt,-1,Outlier
085.txt,-1,Outlier
086.txt,-1,Outlier
087.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
088.txt,-1,Outlier
089.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
090.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
091.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
092.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
093.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
094.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
095.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
096.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
097.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
098.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
099.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
100.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
101.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
102.txt,-1,Outlier
103.txt,-1,Outlier
104.txt,-1,Outlier
105.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
106.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
107.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
108.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
109.txt,-1,Outlier
110.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
111.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
112.txt,-1,Outlier
113.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
114.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
115.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
116.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
117.txt,-1,Outlier
118.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
119.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
120.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
121.txt,-1,Outlier
122.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
123.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
124.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
125.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
126.txt,-1,Outlier
127.txt,-1,Outlier
128.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
129.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
130.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
131.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
132.txt,-1,Outlier
133.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
134.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
135.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
136.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
137.txt,-1,Outlier
138.txt,-1,Outlier
139.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
140.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
141.txt,1,"new business, historical data, strange way, small business, prior period, right strategy, organic revenue, historical growth, diluted earnings, constant dollar"
142.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
143.txt,-1,Outlier
144.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
145.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
146.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
147.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
148.txt,-1,Outlier
149.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
150.txt,-1,Outlier
151.txt,-1,Outlier
152.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
153.txt,-1,Outlier
154.txt,-1,Outlier
155.txt,-1,Outlier
156.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
157.txt,-1,Outlier
158.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
159.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
160.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
161.txt,2,"difficult grow, lower inflation, slower growth, new business, strong position, small businesses, slow decision, moot point, much difficulty, slight slowing"
162.txt,3,"short term, uncertain times, related hesitancy, inevitable pickup, historical track, economic activity, current uncertainty, , , "
163.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
164.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
165.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
166.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
167.txt,-1,Outlier
168.txt,0,"new business, better workforce, strategic acquisition, steady company, robust dataset, tight labor, potential change, major impact, fantastic question, innovative talent"
