filename,topic_id,topic_keywords
036.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
037.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
038.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
039.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
040.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
041.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
042.txt,-1,Outlier
043.txt,-1,Outlier
044.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
045.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
046.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
047.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
048.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
049.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
050.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
051.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
052.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
053.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
054.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
055.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
056.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
057.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
058.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
059.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
060.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
061.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
062.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
063.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
064.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
065.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
066.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
067.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
068.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
069.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
070.txt,-1,Outlier
071.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
072.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
073.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
074.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
075.txt,-1,Outlier
076.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
077.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
078.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
079.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
080.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
081.txt,-1,Outlier
082.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
083.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
084.txt,-1,Outlier
085.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
086.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
087.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
088.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
089.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
090.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
091.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
092.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
093.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
094.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
095.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
096.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
097.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
098.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
099.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
100.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
101.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
102.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
103.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
104.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
105.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
106.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
107.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
108.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
109.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
110.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
111.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
112.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
113.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
114.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
115.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
116.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
117.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
118.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
119.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
120.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
